location	bytes	magic	text_runs	samples
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1233@0x29d5800	36864	53501106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1234@0x29de800	36864	53501206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1235@0x29e7800	24576	53501306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1236@0x29ed800	55296	53501406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1237@0x29fb000	32768	53501506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1238@0x2a03000	14336	53501606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1239@0x2a06800	18432	53501706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1240@0x2a0b000	20480	53501806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1241@0x2a10000	28672	53501906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1242@0x2a17000	22528	53501a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1243@0x2a1c800	20480	53501b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1244@0x2a21800	26624	53501c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1245@0x2a28000	26624	53501d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1246@0x2a2e800	36864	53501e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1247@0x2a37800	22528	53501f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1248@0x2a3d000	18432	53502006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1249@0x2a41800	26624	53502106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1250@0x2a48000	26624	53502206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1251@0x2a4e800	32768	53502306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1252@0x2a56800	40960	53502406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1253@0x2a60800	22528	53502506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1254@0x2a66000	16384	53502606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1255@0x2a6a000	24576	53502706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1256@0x2a70000	45056	53502806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1257@0x2a7b000	24576	53502906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1258@0x2a81000	36864	53502a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1259@0x2a8a000	40960	53502b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1260@0x2a94000	32768	53502c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1261@0x2a9c000	32768	53502d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1262@0x2aa4000	34816	53502e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1263@0x2aac800	34816	53502f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1264@0x2ab5000	26624	53503006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1265@0x2abb800	30720	53503106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1266@0x2ac3000	36864	53503206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1267@0x2acc000	20480	53503306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1268@0x2ad1000	24576	53503406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1269@0x2ad7000	24576	53503506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1270@0x2add000	34816	53503606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1271@0x2ae5800	20480	53503706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1272@0x2aea800	22528	53503806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1273@0x2af0000	20480	53503906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1274@0x2af5000	24576	53503a06	1	encoded_by=Pro Tools!
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1275@0x2afb000	24576	53503c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1276@0x2b01000	38912	53503d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1277@0x2b0a800	53248	53503e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1278@0x2b17800	38912	53503f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1279@0x2b21000	55296	53504006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1280@0x2b2e800	34816	53504106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1281@0x2b37000	28672	53504206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1282@0x2b3e000	45056	53504306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1283@0x2b49000	26624	53504406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1284@0x2b4f800	51200	53504506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1285@0x2b5c000	55296	53504606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1286@0x2b69800	18432	53504706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1287@0x2b6e000	43008	53504806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1288@0x2b78800	55296	53504906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1289@0x2b86000	40960	53504a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1290@0x2b90000	26624	53504b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1291@0x2b96800	26624	53504c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1292@0x2b9d000	40960	53504d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1293@0x2ba7000	51200	53504e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1294@0x2bb3800	24576	53504f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1295@0x2bb9800	26624	53505006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1296@0x2bc0000	14336	53505106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1297@0x2bc3800	22528	53505206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1298@0x2bc9000	18432	53505306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1299@0x2bcd800	26624	53505406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1300@0x2bd4000	34816	53505506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1301@0x2bdc800	43008	53505606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1302@0x2be7000	6144	53505706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1303@0x2be8800	6144	53505806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1304@0x2bea000	63488	53505906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1305@0x2bf9800	6144	53505a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1306@0x2bfb000	40960	53505b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1307@0x2c05000	49152	53505c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1308@0x2c11000	40960	53505d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1309@0x2c1b000	77824	53505e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1310@0x2c2e000	49152	53505f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1311@0x2c3a000	43008	53506006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1312@0x2c44800	18432	53506106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1313@0x2c49000	40960	53506206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1314@0x2c53000	36864	53506306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1315@0x2c5c000	45056	53506406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1316@0x2c67000	57344	53506506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1317@0x2c75000	30720	53506606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1318@0x2c7c800	34816	53506706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1319@0x2c85000	22528	53506806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1320@0x2c8a800	34816	53506906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1321@0x2c93000	34816	53506a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1322@0x2c9b800	26624	53506b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1323@0x2ca2000	34816	53506c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1324@0x2caa800	36864	53506d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1325@0x2cb3800	40960	53506e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1326@0x2cbd800	36864	53506f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1327@0x2cc6800	18432	53507006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1328@0x2ccb000	30720	53507106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1329@0x2cd2800	63488	53507206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1330@0x2ce2000	47104	53507306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1331@0x2ced800	34816	53507406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1332@0x2cf6000	20480	53507506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1333@0x2cfb000	36864	53507606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1334@0x2d04000	34816	53507706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1335@0x2d0c800	30720	53507806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1336@0x2d14000	28672	53508406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1337@0x2d1b000	22528	53508506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1338@0x2d20800	32768	53508606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1339@0x2d28800	59392	53508706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1340@0x2d37000	75776	53508806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1341@0x2d49800	36864	53508906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1342@0x2d52800	22528	53508a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1343@0x2d58000	45056	53508b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1344@0x2d63000	34816	53508c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1345@0x2d6b800	40960	53508d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1346@0x2d75800	26624	53508e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1347@0x2d7c000	36864	53508f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1348@0x2d85000	22528	53509006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1349@0x2d8a800	28672	53509106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1350@0x2d91800	22528	53509206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1351@0x2d97000	34816	53509306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1352@0x2d9f800	28672	53509406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1353@0x2da6800	55296	53509506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1354@0x2db4000	43008	53509606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1355@0x2dbe800	40960	53509706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1356@0x2dc8800	26624	53509806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1357@0x2dcf000	24576	53509906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1358@0x2dd5000	32768	53509a06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1359@0x2ddd000	30720	53509b06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1360@0x2de4800	24576	53509c06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1361@0x2dea800	45056	53509d06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1362@0x2df5800	26624	53509e06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1363@0x2dfc000	43008	53509f06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1364@0x2e06800	30720	5350a006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1365@0x2e0e000	63488	5350a106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1366@0x2e1d800	43008	5350a206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1367@0x2e28000	36864	5350a306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1368@0x2e31000	18432	5350a406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1369@0x2e35800	43008	5350a506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1370@0x2e40000	55296	5350a606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1371@0x2e4d800	26624	5350a706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1372@0x2e54000	40960	5350a806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1373@0x2e5e000	6144	5350a906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1374@0x2e5f800	63488	5350aa06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1375@0x2e6f000	6144	5350ab06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1376@0x2e70800	38912	5350ac06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1377@0x2e7a000	4096	5350ad06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1378@0x2e7b000	26624	5350ae06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1379@0x2e81800	26624	5350af06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1380@0x2e88000	26624	5350b006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1381@0x2e8e800	12288	5350b106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1382@0x2e91800	14336	5350b206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1383@0x2e95000	22528	5350b306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1384@0x2e9a800	32768	5350b406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1385@0x2ea2800	40960	5350b506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1386@0x2eac800	24576	5350b606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1387@0x2eb2800	22528	5350b706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1388@0x2eb8000	22528	5350b806	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1389@0x2ebd800	22528	5350b906	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1390@0x2ec3000	20480	5350ba06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1391@0x2ec8000	24576	5350bb06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1392@0x2ece000	20480	5350bc06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1393@0x2ed3000	26624	5350bd06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1394@0x2ed9800	26624	5350be06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1395@0x2ee0000	14336	5350bf06	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1396@0x2ee3800	34816	5350c006	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1397@0x2eec000	28672	5350c106	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1398@0x2ef3000	34816	5350c206	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1399@0x2efb800	43008	5350c306	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1400@0x2f06000	53248	5350c406	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1401@0x2f13000	53248	5350c506	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1402@0x2f20000	32768	5350c606	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1403@0x2f28000	47104	5350c706	0	
C:\Program Files (x86)\Steam\steamapps\common\MGS_PW\mgspw\MLG\disc0_rel\00b2b4b6.PDT:entry1404@0x2f33800	28672	5350c806	0	
